"","season_year","unique_code","cruise","S_L","S_S","latitude","longitude","month","year","Bathylagoides.wesethi","Ceratoscopelus.townsendi","Chauliodus.macouni","Diogenichthys.atlanticus","Leuroglossus.stilbius","Lipolagus.ochotensis","Protomyctophum.crockeri","Stenobrachius.leucopsarus","Symbolophorus.californiensis","Tarletonbeania.crenularis","Triphoturus.mexicanus","Vinciguerria.lucetia","S_C","S_SC","season","line_station","sampling_extent"
"1425","fall 1963","6310 BD 80 70 C1","6310 BD",80,70,33.81833333,-121.85,10,1963,0,0,0,0,0,0,10.64,0,0,0,2.66,0,6310,"BD","fall","80 70","136.7  to  80"
"1426","fall 1963","6310 BD 96.7 90 C1","6310 BD",96.7,90,30.29666667,-121.2033333,10,1963,5.5,77,0,5.5,0,0,0,0,0,0,30.25,621.5,6310,"BD","fall","96.7 90","136.7  to  80"
"1427","fall 1963","6310 BD 113.3 30 C1","6310 BD",113.3,30,29.36666667,-115.3,10,1963,0,0,0,0,0,0,0,0,0,0,0.82,1.64,6310,"BD","fall","113.3 30","136.7  to  80"
"1428","fall 1963","6310 BD 100 45 C1","6310 BD",100,45,31.19666667,-117.8166667,10,1963,0,0,0,0,0,0,0,0,0,0,0,0,6310,"BD","fall","100 45","136.7  to  80"
"1429","fall 1963","6310 BD 100 50 C1","6310 BD",100,50,31,-118.1166667,10,1963,0,0,0,0,0,0,0,0,0,0,19.18,0,6310,"BD","fall","100 50","136.7  to  80"
"1430","fall 1963","6310 BD 120 50 C1","6310 BD",120,50,27.56166667,-115.8583333,10,1963,0,0,0,0,0,0,0,0,0,0,7.86,0,6310,"BD","fall","120 50","136.7  to  80"
"1431","fall 1963","6310 BD 96.7 45 C1","6310 BD",96.7,45,31.76666667,-118.1416667,10,1963,5.22,2.61,0,0,0,0,2.61,0,0,0,7.83,36.54,6310,"BD","fall","96.7 45","136.7  to  80"
"1432","fall 1963","6310 BD 103.3 60 C1","6310 BD",103.3,60,30.19166667,-118.4583333,10,1963,2.71,2.71,0,0,0,0,0,0,0,0,21.68,105.69,6310,"BD","fall","103.3 60","136.7  to  80"
"1433","fall 1963","6310 BD 103.3 65 C1","6310 BD",103.3,65,30.01666667,-118.77,10,1963,21.84,13.65,0,0,0,0,5.46,0,0,0,62.79,406.77,6310,"BD","fall","103.3 65","136.7  to  80"
"1434","fall 1963","6310 BD 103.3 90 C1","6310 BD",103.3,90,29.08833333,-120.45,10,1963,2.73,0,0,0,0,0,0,0,0,0,13.65,90.09,6310,"BD","fall","103.3 90","136.7  to  80"
"1435","fall 1963","6310 BD 110 55 C1","6310 BD",110,55,29.05333333,-117.295,10,1963,0,0,0,0,0,0,0,0,0,0,37.31,5.74,6310,"BD","fall","110 55","136.7  to  80"
"1436","fall 1963","6310 BD 100 80 C1","6310 BD",100,80,30.03833333,-120.1333333,10,1963,2.82,0,0,0,0,0,5.64,0,0,0,22.56,53.58,6310,"BD","fall","100 80","136.7  to  80"
"1437","fall 1963","6310 BD 113.3 80 C1","6310 BD",113.3,80,27.71666667,-118.5,10,1963,5.32,18.62,0,0,0,0,2.66,0,0,0,45.22,305.9,6310,"BD","fall","113.3 80","136.7  to  80"
"1438","fall 1963","6310 BD 86.7 70 C1","6310 BD",86.7,70,32.66666667,-121.05,10,1963,2.64,2.64,2.64,0,0,0,5.28,0,2.64,0,2.64,0,6310,"BD","fall","86.7 70","136.7  to  80"
"1439","fall 1963","6310 BD 116.7 35 C1","6310 BD",116.7,35,28.63333333,-115.2666667,10,1963,2.92,0,0,0,0,0,0,0,0,0,37.96,61.32,6310,"BD","fall","116.7 35","136.7  to  80"
"1440","fall 1963","6310 BD 116.7 40 C1","6310 BD",116.7,40,28.46666667,-115.5916667,10,1963,0,0,0,0,0,0,0,0,0,0,5.66,42.45,6310,"BD","fall","116.7 40","136.7  to  80"
"1441","fall 1963","6310 BD 93.3 45 C1","6310 BD",93.3,45,32.31666667,-118.5583333,10,1963,0,0,2.6,0,0,0,0,0,2.6,0,10.4,18.2,6310,"BD","fall","93.3 45","136.7  to  80"
"1442","fall 1963","6310 BD 120 60 C1","6310 BD",120,60,27.21666667,-116.5083333,10,1963,0,0,0,0,0,0,0,0,0,0,94.68,10.52,6310,"BD","fall","120 60","136.7  to  80"
"1443","fall 1963","6310 BD 106.7 55 C1","6310 BD",106.7,55,29.7,-117.6966667,10,1963,2.83,0,0,0,0,0,0,0,0,0,14.15,14.15,6310,"BD","fall","106.7 55","136.7  to  80"
"1444","fall 1963","6310 BD 120 65 C1","6310 BD",120,65,27.05,-116.8416667,10,1963,0,0,0,0,0,0,0,0,0,0,20.96,41.92,6310,"BD","fall","120 65","136.7  to  80"
"1445","fall 1963","6310 BD 93.3 70 C1","6310 BD",93.3,70,31.50833333,-120.2083333,10,1963,0,0,0,0,0,0,0,0,0,0,0,0,6310,"BD","fall","93.3 70","136.7  to  80"
"1446","fall 1963","6310 BD 96.7 50 C1","6310 BD",96.7,50,31.59166667,-118.4916667,10,1963,8.55,0,0,0,0,0,5.7,0,0,0,25.65,74.1,6310,"BD","fall","96.7 50","136.7  to  80"
"1447","fall 1963","6310 BD 110 50 C1","6310 BD",110,50,29.275,-116.9833333,10,1963,0,0,0,0,0,0,0,0,0,0,30.47,11.08,6310,"BD","fall","110 50","136.7  to  80"
"1448","fall 1963","6310 BD 123.3 45 C1","6310 BD",123.3,45,27.15166667,-115.1866667,10,1963,0,0,0,0,0,0,0,0,0,0,12.9,33.54,6310,"BD","fall","123.3 45","136.7  to  80"
"1449","fall 1963","6310 BD 96.7 60 C1","6310 BD",96.7,60,31.23333333,-119.1666667,10,1963,0,0,0,0,0,0,0,0,0,0,5.68,0,6310,"BD","fall","96.7 60","136.7  to  80"
"1450","fall 1963","6310 BD 96.7 65 C1","6310 BD",96.7,65,31.01666667,-119.5,10,1963,0,0,0,0,0,0,0,0,0,0,9.09,18.18,6310,"BD","fall","96.7 65","136.7  to  80"
"1451","fall 1963","6310 BD 96.7 70 C1","6310 BD",96.7,70,30.875,-119.88,10,1963,0,0,0,0,0,0,0,0,0,0,5.32,18.62,6310,"BD","fall","96.7 70","136.7  to  80"
"1452","fall 1963","6310 BD 120 40 C1","6310 BD",120,40,27.94166667,-115.2333333,10,1963,0,0,0,0,0,0,0,0,0,0,2.17,2.17,6310,"BD","fall","120 40","136.7  to  80"
"1453","fall 1963","6310 BD 106.7 60 C1","6310 BD",106.7,60,29.53333333,-118.025,10,1963,0,0,0,0,0,0,2.74,0,0,0,35.62,30.14,6310,"BD","fall","106.7 60","136.7  to  80"
"1454","fall 1963","6310 BD 100 40 C1","6310 BD",100,40,31.36666667,-117.425,10,1963,0,5.76,0,0,0,0,0,0,0,0,109.44,17.28,6310,"BD","fall","100 40","136.7  to  80"
"1455","fall 1963","6310 BD 120 45 C1","6310 BD",120,45,27.71666667,-115.5583333,10,1963,0,0,0,5.7,0,0,0,0,0,0,42.75,0,6310,"BD","fall","120 45","136.7  to  80"
"1456","fall 1963","6310 BD 123.3 37 C1","6310 BD",123.3,37,27.4,-114.6666667,10,1963,0,0,0,0,0,0,0,0,0,0,12,2.4,6310,"BD","fall","123.3 37","136.7  to  80"
"1457","fall 1963","6310 BD 106.7 65 C1","6310 BD",106.7,65,29.35833333,-118.35,10,1963,8.07,67.25,0,0,0,0,13.45,0,0,0,180.23,659.05,6310,"BD","fall","106.7 65","136.7  to  80"
"1458","fall 1963","6310 BD 93.3 60 C1","6310 BD",93.3,60,31.81333333,-119.63,10,1963,2.62,0,0,0,0,0,7.86,0,0,0,78.6,10.48,6310,"BD","fall","93.3 60","136.7  to  80"
"1459","fall 1963","6310 BD 120 70 C1","6310 BD",120,70,26.88333333,-117.1666667,10,1963,0,0,0,0,0,0,0,0,0,0,29.26,31.92,6310,"BD","fall","120 70","136.7  to  80"
"1460","fall 1963","6310 BD 110 65 C1","6310 BD",110,65,28.775,-117.9633333,10,1963,0,0,0,2.75,0,0,0,0,0,0,68.75,308,6310,"BD","fall","110 65","136.7  to  80"
"1461","fall 1963","6310 BD 110 35 C1","6310 BD",110,35,29.805,-116,10,1963,2.72,2.72,0,0,0,0,8.16,0,2.72,0,54.4,84.32,6310,"BD","fall","110 35","136.7  to  80"
"1462","fall 1963","6310 BD 123.3 50 C1","6310 BD",123.3,50,26.96666667,-115.5083333,10,1963,0,0,0,0,0,0,2.63,0,0,0,7.89,23.67,6310,"BD","fall","123.3 50","136.7  to  80"
"1463","fall 1963","6310 BD 110 60 C1","6310 BD",110,60,28.91666667,-117.625,10,1963,0,0,0,0,0,0,0,0,0,0,106.86,73.98,6310,"BD","fall","110 60","136.7  to  80"
"1464","fall 1963","6310 BD 106.7 80 C1","6310 BD",106.7,80,28.91666667,-119.2916667,10,1963,2.63,34.19,0,0,0,0,0,0,0,0,15.78,433.95,6310,"BD","fall","106.7 80","136.7  to  80"
"1465","fall 1963","6310 BD 96.7 80 C1","6310 BD",96.7,80,30.62166667,-120.5666667,10,1963,7.05,30.55,0,2.35,0,0,0,0,0,0,84.6,244.4,6310,"BD","fall","96.7 80","136.7  to  80"
"1466","fall 1963","6310 BD 110 90 C1","6310 BD",110,90,27.94166667,-119.5833333,10,1963,0,0,0,0,0,0,0,0,0,0,24.66,10.96,6310,"BD","fall","110 90","136.7  to  80"
"1467","fall 1963","6310 BD 103.3 35 C1","6310 BD",103.3,35,30.93333333,-116.75,10,1963,0,0,0,0,0,0,0,0,0,0,33.36,2.78,6310,"BD","fall","103.3 35","136.7  to  80"
"1468","fall 1963","6310 BD 110 45 C1","6310 BD",110,45,29.45833333,-116.62,10,1963,0,0,0,0,0,0,0,0,0,0,33,8.25,6310,"BD","fall","110 45","136.7  to  80"
"1469","fall 1963","6310 BD 110 32 C1","6310 BD",110,32,29.86333333,-115.7966667,10,1963,0,0,0,0,0,0,0,0,0,0,9.52,21.76,6310,"BD","fall","110 32","136.7  to  80"
"1470","fall 1963","6310 BD 106.7 90 C1","6310 BD",106.7,90,28.53666667,-119.97,10,1963,11.12,0,0,0,0,0,0,0,0,0,11.12,250.2,6310,"BD","fall","106.7 90","136.7  to  80"
"1471","fall 1963","6310 BD 120 55 C1","6310 BD",120,55,27.38333333,-116.2,10,1963,0,0,0,0,0,0,0,0,0,0,44.16,11.04,6310,"BD","fall","120 55","136.7  to  80"
"1472","fall 1963","6310 BD 106.7 50 C1","6310 BD",106.7,50,29.83166667,-117.3816667,10,1963,0,0,0,0,0,0,0,0,0,0,27.4,5.48,6310,"BD","fall","106.7 50","136.7  to  80"
"1473","fall 1963","6310 BD 123.3 55 C1","6310 BD",123.3,55,26.80833333,-115.825,10,1963,0,0,0,0,0,0,0,0,0,0,2.77,5.54,6310,"BD","fall","123.3 55","136.7  to  80"
"1474","fall 1963","6310 BD 116.7 26 C1","6310 BD",116.7,26,28.93333333,-114.6916667,10,1963,0,0,0,0,0,0,0,0,0,0,0,0,6310,"BD","fall","116.7 26","136.7  to  80"
"1475","fall 1963","6310 BD 110 40 C1","6310 BD",110,40,29.60833333,-116.325,10,1963,2.76,0,0,0,0,0,2.76,0,0,0,13.8,0,6310,"BD","fall","110 40","136.7  to  80"
"1476","fall 1963","6310 BD 120 35 C1","6310 BD",120,35,28.05,-114.9,10,1963,0,0,0,0,0,0,0,0,0,0,11.95,0,6310,"BD","fall","120 35","136.7  to  80"
"1477","fall 1963","6310 BD 106.7 70 C1","6310 BD",106.7,70,29.225,-118.6833333,10,1963,5.64,59.22,0,0,0,0,2.82,0,0,0,93.06,448.38,6310,"BD","fall","106.7 70","136.7  to  80"
"1478","fall 1963","6310 BD 103.3 30 C1","6310 BD",103.3,30,31.09166667,-116.4166667,10,1963,0,0,0,0,0,0,0,0,0,0,14.76,3.28,6310,"BD","fall","103.3 30","136.7  to  80"
"1479","fall 1963","6310 BD 116.7 30 C1","6310 BD",116.7,30,28.8,-114.9416667,10,1963,0,0,0,0,0,0,0,0,0,0,5.74,2.87,6310,"BD","fall","116.7 30","136.7  to  80"
"1480","fall 1963","6310 BD 80 51 C1","6310 BD",80,51,34.43333333,-120.5383333,10,1963,0,0,0,0,0,0,0,0,1.44,0,5.76,0,6310,"BD","fall","80 51","136.7  to  80"
"1481","fall 1963","6310 BD 100 35 C1","6310 BD",100,35,31.51666667,-117.1166667,10,1963,4.94,0,0,0,0,0,0,0,2.47,0,44.46,4.94,6310,"BD","fall","100 35","136.7  to  80"
"1482","fall 1963","6310 BD 100 90 C1","6310 BD",100,90,29.66333333,-120.7866667,10,1963,0,0,0,0,0,0,0,0,0,0,14.05,14.05,6310,"BD","fall","100 90","136.7  to  80"
"1483","fall 1963","6310 BD 93.3 90 C1","6310 BD",93.3,90,30.84166667,-121.58,10,1963,4.98,0,0,4.98,0,0,2.49,0,0,0,7.47,32.37,6310,"BD","fall","93.3 90","136.7  to  80"
"1484","fall 1963","6310 BD 100 30 C1","6310 BD",100,30,31.675,-116.775,10,1963,0,0,0,0,0,0,0,0,0,0,5.48,0,6310,"BD","fall","100 30","136.7  to  80"
"1485","fall 1963","6310 BD 106.7 45 C1","6310 BD",106.7,45,30.01,-117.1266667,10,1963,0,0,0,0,0,0,0,0,0,0,30.91,0,6310,"BD","fall","106.7 45","136.7  to  80"
"1486","fall 1963","6310 BD 93.3 80 C1","6310 BD",93.3,80,31.15,-120.8866667,10,1963,10,5,0,0,0,0,0,0,0,0,2.5,20,6310,"BD","fall","93.3 80","136.7  to  80"
"1487","fall 1964","6410 BD 120 25 C1","6410 BD",120,25,28.38333333,-114.25,10,1964,0,0,0,0,0,0,0,0,0,0,0,2.5,6410,"BD","fall","120 25","136.7  to  80"
"1488","fall 1964","6410 BD 119 33 C1","6410 BD",119,33,28.31666667,-114.8866667,10,1964,0,0,0,0,0,0,0,0,0,0,0,15.3,6410,"BD","fall","119 33","136.7  to  80"
"1489","fall 1964","6410 BD 83.3 51 C1","6410 BD",83.3,51,33.86666667,-120.1266667,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","83.3 51","136.7  to  80"
"1490","fall 1964","6410 BD 118 39 C1","6410 BD",118,39,28.30833333,-115.395,10,1964,3.13,0,0,0,0,0,0,0,0,0,18.78,43.82,6410,"BD","fall","118 39","136.7  to  80"
"1491","fall 1964","6410 BD 83.3 55 C1","6410 BD",83.3,55,33.75666667,-120.3533333,10,1964,0,0,0,0,0,0,0,0,0,0,3.29,0,6410,"BD","fall","83.3 55","136.7  to  80"
"1492","fall 1964","6410 BD 106.7 65 C1","6410 BD",106.7,65,29.355,-118.3583333,10,1964,0,0,0,0,0,0,0,0,0,0,40.18,143.5,6410,"BD","fall","106.7 65","136.7  to  80"
"1493","fall 1964","6410 BD 116.7 70 C1","6410 BD",116.7,70,27.53666667,-117.3966667,10,1964,33.48,13.95,0,2.79,0,0,2.79,0,0,0,86.49,474.3,6410,"BD","fall","116.7 70","136.7  to  80"
"1494","fall 1964","6410 BD 126.7 40 C1","6410 BD",126.7,40,26.70833333,-114.4833333,10,1964,0,0,0,0,0,0,0,0,0,0,0,2.81,6410,"BD","fall","126.7 40","136.7  to  80"
"1495","fall 1964","6410 BD 83.3 60 C1","6410 BD",83.3,60,33.56666667,-120.75,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","83.3 60","136.7  to  80"
"1496","fall 1964","6410 BD 113.3 35 C1","6410 BD",113.3,35,29.19166667,-115.6333333,10,1964,0,0,0,0,0,0,0,0,0,0,23.1,0,6410,"BD","fall","113.3 35","136.7  to  80"
"1497","fall 1964","6410 BD 86.7 33 C1","6410 BD",86.7,33,33.9,-118.4883333,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","86.7 33","136.7  to  80"
"1498","fall 1964","6410 BD 86.7 35 C1","6410 BD",86.7,35,33.83333333,-118.625,10,1964,0,0,0,0,0,0,0,0,0,0,3.3,0,6410,"BD","fall","86.7 35","136.7  to  80"
"1499","fall 1964","6410 BD 126.7 45 C1","6410 BD",126.7,45,26.54166667,-114.8,10,1964,57.96,0,0,0,0,0,9.66,0,0,0,41.86,93.38,6410,"BD","fall","126.7 45","136.7  to  80"
"1500","fall 1964","6410 BD 106.7 55 C1","6410 BD",106.7,55,29.66666667,-117.7083333,10,1964,0,0,0,0,0,0,2.94,0,0,0,17.64,14.7,6410,"BD","fall","106.7 55","136.7  to  80"
"1501","fall 1964","6410 BD 106.7 60 C1","6410 BD",106.7,60,29.51666667,-118.025,10,1964,0,5.8,0,0,0,0,0,0,0,0,26.1,37.7,6410,"BD","fall","106.7 60","136.7  to  80"
"1502","fall 1964","6410 BD 80 80 C1","6410 BD",80,80,33.46666667,-122.5333333,10,1964,3.08,12.32,6.16,3.08,0,0,30.8,0,0,12.32,0,3.08,6410,"BD","fall","80 80","136.7  to  80"
"1503","fall 1964","6410 BD 116.7 80 C1","6410 BD",116.7,80,27.16666667,-118.1083333,10,1964,0,18.48,0,0,0,0,0,0,0,0,52.8,649.44,6410,"BD","fall","116.7 80","136.7  to  80"
"1504","fall 1964","6410 BD 126.7 34 C1","6410 BD",126.7,34,26.91666667,-114.1083333,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","126.7 34","136.7  to  80"
"1505","fall 1964","6410 BD 80 51 C1","6410 BD",80,51,34.43333333,-120.5416667,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","80 51","136.7  to  80"
"1506","fall 1964","6410 BD 83.3 90 C1","6410 BD",83.3,90,32.55833333,-122.8,10,1964,11.88,5.94,0,0,0,0,0,0,2.97,0,0,0,6410,"BD","fall","83.3 90","136.7  to  80"
"1507","fall 1964","6410 BD 120 30 C1","6410 BD",120,30,28.21666667,-114.5666667,10,1964,0,0,0,0,0,0,0,0,0,0,5.64,0,6410,"BD","fall","120 30","136.7  to  80"
"1508","fall 1964","6410 BD 123.3 45 C1","6410 BD",123.3,45,27.10333333,-115.2033333,10,1964,0,0,0,0,0,0,0,0,0,0,17.94,11.96,6410,"BD","fall","123.3 45","136.7  to  80"
"1509","fall 1964","6410 BD 123.3 50 C1","6410 BD",123.3,50,26.97,-115.5166667,10,1964,0,0,0,0,0,0,0,0,0,0,23.76,276.21,6410,"BD","fall","123.3 50","136.7  to  80"
"1510","fall 1964","6410 BD 80 55 C1","6410 BD",80,55,34.31666667,-120.8,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","80 55","136.7  to  80"
"1511","fall 1964","6410 BD 80 60 C1","6410 BD",80,60,34.15,-121.15,10,1964,0,0,0,0,0,0,0,0,0,3.19,0,0,6410,"BD","fall","80 60","136.7  to  80"
"1512","fall 1964","6410 BD 83.3 80 C1","6410 BD",83.3,80,32.9,-122.125,10,1964,3.29,0,0,0,0,0,6.58,0,0,6.58,0,0,6410,"BD","fall","83.3 80","136.7  to  80"
"1513","fall 1964","6410 BD 120 35 C1","6410 BD",120,35,28.05,-114.9,10,1964,0,0,0,0,0,0,0,0,2.84,0,8.52,0,6410,"BD","fall","120 35","136.7  to  80"
"1514","fall 1964","6410 BD 123.3 55 C1","6410 BD",123.3,55,26.825,-115.8383333,10,1964,2.94,23.52,0,0,0,0,0,0,0,0,44.1,1940.4,6410,"BD","fall","123.3 55","136.7  to  80"
"1515","fall 1964","6410 BD 116.7 65 C1","6410 BD",116.7,65,27.72166667,-117.08,10,1964,11.24,2.81,0,0,0,0,0,0,5.62,0,53.39,404.64,6410,"BD","fall","116.7 65","136.7  to  80"
"1516","fall 1964","6410 BD 113.3 40 C1","6410 BD",113.3,40,29.03333333,-115.9616667,10,1964,11.12,0,0,0,0,0,0,0,0,0,105.64,2.78,6410,"BD","fall","113.3 40","136.7  to  80"
"1517","fall 1964","6410 BD 126.7 50 C1","6410 BD",126.7,50,26.38166667,-115.1,10,1964,2.72,0,0,0,0,0,2.72,0,0,0,10.88,165.92,6410,"BD","fall","126.7 50","136.7  to  80"
"1518","fall 1964","6410 BD 113.3 30 C1","6410 BD",113.3,30,29.36666667,-115.3,10,1964,0,0,0,0,0,0,0,0,0,0,23.49,0,6410,"BD","fall","113.3 30","136.7  to  80"
"1519","fall 1964","6410 BD 93.3 30 C1","6410 BD",93.3,30,32.84166667,-117.5166667,10,1964,0,0,0,0,0,0,0,0,0,0,18.06,0,6410,"BD","fall","93.3 30","136.7  to  80"
"1520","fall 1964","6410 BD 80 70 C1","6410 BD",80,70,33.8,-121.85,10,1964,0,2.82,0,0,0,0,11.28,0,0,2.82,0,0,6410,"BD","fall","80 70","136.7  to  80"
"1521","fall 1964","6410 BD 106.7 45 C1","6410 BD",106.7,45,30,-117.055,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","106.7 45","136.7  to  80"
"1522","fall 1964","6410 BD 106.7 50 C1","6410 BD",106.7,50,29.84166667,-117.3666667,10,1964,2.97,0,0,0,0,0,2.97,0,0,0,8.91,5.94,6410,"BD","fall","106.7 50","136.7  to  80"
"1523","fall 1964","6410 BD 100 65 C1","6410 BD",100,65,30.51666667,-119.15,10,1964,12.08,3.02,0,0,0,0,9.06,0,3.02,0,30.2,36.24,6410,"BD","fall","100 65","136.7  to  80"
"1524","fall 1964","6410 BD 83.3 70 C1","6410 BD",83.3,70,33.18,-121.4833333,10,1964,0,0,0,0,0,0,3.43,0,0,0,0,0,6410,"BD","fall","83.3 70","136.7  to  80"
"1525","fall 1964","6410 BD 133.3 45 C1","6410 BD",133.3,45,25.40833333,-114.105,10,1964,0,0,0,0,3.21,0,0,0,0,0,0,0,6410,"BD","fall","133.3 45","136.7  to  80"
"1526","fall 1964","6410 BD 123.3 70 C1","6410 BD",123.3,70,26.31666667,-116.7916667,10,1964,0,43.5,0,0,0,0,0,0,0,0,29,658.3,6410,"BD","fall","123.3 70","136.7  to  80"
"1527","fall 1964","6410 BD 90 90 C1","6410 BD",90,90,31.45833333,-122.0166667,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","90 90","136.7  to  80"
"1528","fall 1964","6410 BD 120 40 C1","6410 BD",120,40,27.93833333,-115.2366667,10,1964,0,0,0,0,0,0,0,0,0,0,4.14,0,6410,"BD","fall","120 40","136.7  to  80"
"1529","fall 1964","6410 BD 120 45 C1","6410 BD",120,45,27.71166667,-115.5533333,10,1964,2.83,0,0,0,0,0,0,0,0,0,28.3,138.67,6410,"BD","fall","120 45","136.7  to  80"
"1530","fall 1964","6410 BD 120 50 C1","6410 BD",120,50,27.55,-115.88,10,1964,55.48,0,0,0,0,0,0,0,5.84,0,81.76,356.24,6410,"BD","fall","120 50","136.7  to  80"
"1531","fall 1964","6410 BD 106.7 80 C1","6410 BD",106.7,80,28.95833333,-119.3416667,10,1964,40.17,6.18,0,3.09,0,0,3.09,0,0,0,18.54,132.87,6410,"BD","fall","106.7 80","136.7  to  80"
"1532","fall 1964","6410 BD 80 90 C1","6410 BD",80,90,33.15,-123.2133333,10,1964,27.63,12.28,0,9.21,0,0,3.07,0,6.14,0,0,6.14,6410,"BD","fall","80 90","136.7  to  80"
"1533","fall 1964","6410 BD 86.7 40 C1","6410 BD",86.7,40,33.66666667,-118.97,10,1964,0,0,0,0,0,0,2.9,0,0,0,2.9,0,6410,"BD","fall","86.7 40","136.7  to  80"
"1534","fall 1964","6410 BD 110 60 C1","6410 BD",110,60,28.94166667,-117.6416667,10,1964,0,0,0,0,0,0,0,0,0,0,3.21,0,6410,"BD","fall","110 60","136.7  to  80"
"1535","fall 1964","6410 BD 110 65 C1","6410 BD",110,65,28.775,-117.97,10,1964,14.9,11.92,0,0,0,0,2.98,0,0,0,125.16,83.44,6410,"BD","fall","110 65","136.7  to  80"
"1536","fall 1964","6410 BD 110 70 C1","6410 BD",110,70,28.60833333,-118.3,10,1964,3.06,0,0,0,0,0,0,0,0,0,21.42,0,6410,"BD","fall","110 70","136.7  to  80"
"1537","fall 1964","6410 BD 93.3 28 C1","6410 BD",93.3,28,32.91166667,-117.3633333,10,1964,0,0,0,0,0,0,0,0,0,0,3.18,0,6410,"BD","fall","93.3 28","136.7  to  80"
"1538","fall 1964","6410 BD 123.3 60 C1","6410 BD",123.3,60,26.65833333,-116.2166667,10,1964,6.06,57.57,0,6.06,0,0,0,0,0,0,66.66,1015.05,6410,"BD","fall","123.3 60","136.7  to  80"
"1539","fall 1964","6410 BD 106.7 70 C1","6410 BD",106.7,70,29.18666667,-118.6916667,10,1964,3.05,0,0,0,0,0,0,0,0,0,39.65,18.3,6410,"BD","fall","106.7 70","136.7  to  80"
"1540","fall 1964","6410 BD 110 90 C1","6410 BD",110,90,27.95333333,-119.5733333,10,1964,0,3.13,0,0,0,0,0,0,3.13,0,9.39,184.67,6410,"BD","fall","110 90","136.7  to  80"
"1541","fall 1964","6410 BD 100 60 C1","6410 BD",100,60,30.68333333,-118.7833333,10,1964,24.4,0,0,0,0,0,0,0,0,0,6.1,30.5,6410,"BD","fall","100 60","136.7  to  80"
"1542","fall 1964","6410 BD 96.7 70 C1","6410 BD",96.7,70,30.95,-119.8916667,10,1964,0,0,0,0,0,0,0,0,3.08,0,6.16,0,6410,"BD","fall","96.7 70","136.7  to  80"
"1543","fall 1964","6410 BD 96.7 80 C1","6410 BD",96.7,80,30.63333333,-120.4833333,10,1964,5.8,0,0,0,0,0,0,0,0,0,23.2,37.7,6410,"BD","fall","96.7 80","136.7  to  80"
"1544","fall 1964","6410 BD 113.3 45 C1","6410 BD",113.3,45,28.86666667,-116.2866667,10,1964,0,0,0,0,0,0,0,0,0,0,42.9,11.44,6410,"BD","fall","113.3 45","136.7  to  80"
"1545","fall 1964","6410 BD 106.7 30 C1","6410 BD",106.7,30,30.5,-116.055,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","106.7 30","136.7  to  80"
"1546","fall 1964","6410 BD 116.7 60 C1","6410 BD",116.7,60,27.8,-116.8866667,10,1964,0,0,0,0,0,0,0,0,0,0,25.02,27.8,6410,"BD","fall","116.7 60","136.7  to  80"
"1547","fall 1964","6410 BD 116.7 55 C1","6410 BD",116.7,55,27.90833333,-116.5633333,10,1964,0,0,0,0,0,0,0,0,0,0,63.14,2.87,6410,"BD","fall","116.7 55","136.7  to  80"
"1548","fall 1964","6410 BD 106.7 40 C1","6410 BD",106.7,40,30.17,-116.72,10,1964,0,0,0,0,0,0,2.92,0,0,0,0,0,6410,"BD","fall","106.7 40","136.7  to  80"
"1549","fall 1964","6410 BD 90 70 C1","6410 BD",90,70,32.075,-120.6416667,10,1964,8.85,0,2.95,0,0,0,11.8,0,2.95,0,0,0,6410,"BD","fall","90 70","136.7  to  80"
"1550","fall 1964","6410 BD 110 80 C1","6410 BD",110,80,28.275,-118.9416667,10,1964,41.47,3.19,0,0,0,0,3.19,0,0,0,12.76,360.47,6410,"BD","fall","110 80","136.7  to  80"
"1551","fall 1964","6410 BD 133.3 40 C1","6410 BD",133.3,40,25.59166667,-113.7416667,10,1964,0,0,0,0,0,0,0,0,0,0,3.16,0,6410,"BD","fall","133.3 40","136.7  to  80"
"1552","fall 1964","6410 BD 123.3 65 C1","6410 BD",123.3,65,26.48333333,-116.5133333,10,1964,0,54.91,0,5.78,0,0,0,0,0,0,26.01,762.96,6410,"BD","fall","123.3 65","136.7  to  80"
"1553","fall 1964","6410 BD 133.3 50 C1","6410 BD",133.3,50,25.22833333,-114.4366667,10,1964,0,0,0,0,0,0,0,0,0,0,6.02,0,6410,"BD","fall","133.3 50","136.7  to  80"
"1554","fall 1964","6410 BD 93.3 35 C1","6410 BD",93.3,35,32.675,-117.8583333,10,1964,0,0,0,0,0,0,0,0,0,0,0,0,6410,"BD","fall","93.3 35","136.7  to  80"
